IDENTIFIER	HIERARCHIE	TITEL
ID-1487	"Dossiers généraux
 -  civil
 - Schweizerische Vertretung, Shanghai: Zentrale Ablage (1912-1962)"	Légitimation et reconnaissance d'enfants,  adoptions Fall.<n>Avayaneb Fanac Nowide</n>
ID-1477	"Hinterlage von Wertsachen usw.   |   Dépôt de valeurs, etc.
 - Hinterlagen   |   Dépôts
 - Besondere konsularische Aufgaben   |   Activités consulaires spéciales
 - Konsularisches   |   Affaires consulaires
 - Schweizerische Vertretung, Amsterdam: Zentrale Ablage (1966- )"	Verhaftung, Strafverfolgungen,  Einzelfälle: <n>Riwig Bafogi, Opedu</n>
ID-2596	" 20001-25000 - Rekursnummer 20001-25000
 - Beschwerdeakten,  - Dossiers de recours, cas particuliers
 -  Rekurskommission der Alters-, Hinterlassenen- und Invalidenversicherung für die im Ausland wohnenden Personen: Zentrale Ablage (1971-2006)"	<n>Utumägotu-Bewiniheg, Ivatu</n>
ID-70	"Medical examination files
 - Nuclear Claims Tribunal of the Republic of the Marshall Islands: Records of the Office of Medical Diagnostics"	<n>COTOMOLE, Bomus</n>
ID-600	"Armee / Allgemeines
 - für militärischen Nachrichtendienst / Allgemeines
 - Verdächtige Agenten
 - Spionageverdacht
 - Bundesanwaltschaft: Polizeidienst (1960-1999)"	<n>UHÉVA, Luvet</n>, <d>12.08.2000</d> (172:0) 14/225
ID-2740	"  K 210000 - 210999
 -   nach Laufnummer
 - Bundesamt für Polizeiwesen: Personenregistratur (1979-1998)"	<n>Uwab, Beyos</n> . <d>13.04.1987</d>
ID-2379	"Ausweisung - Rückkehrhilfe an freiwillig Zurückkehrende
 - Ausweisung   |   
 - Niederlassung und Aufenthalt in der Schweiz   |    et séjour en Suisse
 - Niederlassung, Aufenthalt, Berufsausübung   |    Séjour, Profession
 - Konsularisches   |   Affaires consulaires
 - Schweizerische Vertretung, Akkra: Zentrale Ablage (1966-)"	<n>MEMEG, Bawuc</n>, <d>07.06.1999</d>, Benin / Payement Aide au retour (réf. N. 513 962)
ID-1626	"Rekurse nach  und Laufnummer
 - Steuerrekurskommission: Zentrale Ablage (1993-2006)"	<j>Imowa</j>
ID-1289	"Budget 1972 allgm
 - Rüstungsprogramme, Bauvorschlag, KMB, Budget und Voranschlag
 - Budget, Rüstungsprogramm,  Sofortmassnahmen bei erhöhter Gefahr, Allgemeines
 - Staatshaushalt, Rechnungswesen
 - Generalstabschef
 - Stab der Gruppe für Generalstabsdienste: Zentrale Ablage (1964-1995)"	Abk. <n>Etorop, Oayat</n> ect. Erprobung von Sperrvorbereitungen in Meppen
ID-11	"Oberforstinspektorat
 - Generalsekretariat
 - Rechtsfälle des Departements
 - Departement des Innern (Geschäftsführung)
 - Generalsekretariat des eidgenössischen Departements des Innern: Zentrale Ablage (1975-1984)"	Rodung in Preonzo TI zur Kies- und Sandgewinnung (II.1.R.OFI)
ID-1076	"Strafverfolgung und Auslieferungen, nach 
 - Strafverfolgung und Auslieferung
 - Rechtsschutz für Leib und Leben
 - Schweizer und schweizerische Interessen im Ausland
 -  Departement für auswärtige Angelegenheiten: Zentrale Ablage des   (1997-)"	<n>Edenaw Ociwibe, Cigodi</n>, <d>13.06.1994</d>, Rances VD
ID-1128	" (fortlaufend nummeriert)
 - Bundeshaftung nach Verantwortilichkeitsgesetz
 - Material. Technische  Mobiliar
 - Finanzdepartement - Beschaffungs und Fernmeldewesen des Bundes - Postpauschale - Bauwesen des Bundes- Leserbriefe
 -  Finanzverwaltung: Zentrale Ablage (1989-2004)"	<j>Bipopâ and Boibu</j>, Carouge; Beschwerde gegen den Entscheid der Eidg. Zollverwaltung
ID-68	"Führung der Personaldossiers
 - Personalführung
 - Personalführung- und Administration
 - Personal (Lohnbezüger)
 - Personal
 - Support und Ressourcen
 - Gruppe Verteidigung: Zentrale Ablage (2004-)"	Leistungs-Nachweis <n>Hivai Hicedor</n> (<d>03.10.1960</d>)
ID-512	"Divisionsgericht 2
 -  Territorialgericht 3 A, Dienst- Offiziere der Militärjustiz, nach Anfall
 - Oberauditorat:  (1992- 2003)"	<n>Avayaneb Fanac Nowide</n>, <d>12.11.1994</d>; Nichteinrücken
ID-2732	"Ges - Goz
 -  und Verlust des Schweizerbürgerrechts
 - Polizeiabteilung: Personenregistratur (1901-1979)"	<n>EC, Ceada</n> Magd A Wwe, <d>04.11.1990</d>
ID-1214	"Personaldossiers der Ausgetretenen, Pensionierten und Verstorbenen
 - Personelles
 - Personalangelegenheiten
 - Gruppe für Rüstungsdienste: Zentrale Ablage (1987-1995)"	<n>E, Vobug</n>, <d>21.05.1982</d>,  D o s s i e r  2
ID-465	"
 -  (Testamente in 163.2)
 - Bürgerrechts- und Zivilrechtsangelegenheiten
 - Konsularisches
 - Schweizerische Vertretung, Riga: Zentrale Ablage (1992-)"	<n>GARU, Fodoh</n>, née <d>11.05.2001</d>
ID-2422	"Fürsorgeleistungen an Auslandschweizer, Heimschaffung, Unterstützung im Ausland weilender Schweizer (A-Dossiers)
 - Bundesamt für  Fachbereich Sozialhilfe an AuslandschweizerInnen (SAS)"	<n>Eioyocit, Bucev</n>, <d>25.04.1994</d>
ID-1438	"Flüchtlingsdossiers Tibeter, 
 - Tibeter
 - Migration
 - Internationale Zusammenarbeit IZ
 - Schweizerisches Rotes Kreuz: Zentrale Ablage (1956-2003)"	<n>Toric, Cure</n> (<d>15.03.1979</d>) N 134 117, beide Tibet
ID-1923	" (alphabetisch oder nach Nr. im Register)
 - Amtshilfe
 - Verfahrensbestimmungen
 - Doppelbesteuerungsabkommen
 -  Steuerverwaltung: Amtshilfe USA (AHUSA I) (2008-2009)"	BO:  <n>Uwab, Beyos</n>:  <j>Atupuv Solis, Sàrl</j>, Teil 1
ID-864	" (nach Laufnummer)
 - Hilfe an kriegsgeschädigte AuslandschweizerInnen
 - Bundesamt für  Hilfe an Kriegsgeschädigte Auslandschweizer (1957-2006)"	<n>Eloridum, Alori</n>, <d>12.02.1983</d> Niederwichtrach BE (A 13 755)
ID-1540	"Immatrikulationsdossiers   |   Dossiers d'immatriculation
 - Immatrikulation   |   Immatriculation
 - Immatrikulation, Passwesen, Militärangelegenheiten   |   Immatriculation, Passeport, Affaires militaires
 - Konsularisches   |   Affaires consulaires
 - Schweizerische Vertretung, Madrid: Zentrale Ablage (1966-)"	<n>Alutipi, Perel</n>, <d>03.01.2021</d>, Déclaration en vue de conserver la nationalité suisse
ID-91	"Kontrollberichte, Notizen - F
 - Kontrollberichte, Notizen
 - Mehrwertsteuer (MWST)
 -  Steuerverwaltung: Mehrwertsteuer (1994-)"	2096) <n>Odasaat, Hona</n>; Kontrollberichtnummer 178
ID-1783	"Rekurse (nach Laufnummern)
 - Rekurskommissionen des eidgenössischen Volkswirtschaftsdepartements und für Wettbewerbsfragen: Rekurse (1994- 2006)"	<j>Assurances Tufabe</j>
ID-2209	"Versichertendossiers Familienname M
 - Versichertendossiers A-Z
 - Bundesamt für Militärversicherung:  Militärversicherung und Renten (1979-2005)"	<n>Loyura-Iimebu, Sehev</n>, <a>416.88.440</a>.
ID-1967	"Ordentliche Dossiereinsichtsgesuche (000001-999'999)
 - Kleine oder nach Mengen unbedeutende Fälle
 - Dossiereinsicht (DOS)
 - Sonderbeauftragter für Staatsschutzakten: Zentrale Ablage (1991-1996)"	<n>Cide Epomor</n>
ID-778	"Ordipro Nr. 200'000 - 209'999
 - Daten der Sektion Privilegien und Immunitäten, Bern und der Ständigen Mission der Schweiz beim Büro der Vereinten Nationen und den anderen internationalen Organisationen, Genf
 - Informationssystem Ordipro (Betreuung von in der Schweiz akkreditierten Personen)"	<n>Walotiug Igete Oahis</n>, <d>13.05.2000</d>, (Ordipro Nr. <a>868.92.252</a>)
ID-757	"1975 erstellte Strafakten
 - 1970-1979 erstellte Strafakten
 - Oberauditor: Strafakten  (1895-1979)"	<n>Riwig Bafogi, Opedu</n> <d>05.03.1995</d>, Nichteinrücken
ID-435	"Ordipro Nr. 120'000 - 129'999
 - Daten der Sektion Privilegien und Immunitäten, Bern und der Ständigen Mission der Schweiz beim Büro der Vereinten Nationen und den anderen internationalen Organisationen, Genf
 - Informationssystem Ordipro (Betreuung von in der Schweiz akkreditierten Personen)"	<n>Yula Udu</n>, <d>29.08.2018</d>, (Ordipro Nr. <a>543.35.757</a>)
ID-1696	"Divisionsgericht 1
 -  Territorialgericht 3 A, Dienst- Offiziere der Militärjustiz, nach Anfall
 - Oberauditorat:  (1992- 2003)"	<n>Eioyocit, Bucev</n>, Matr.-Nr. <a>668.82.915</a>, geb. <d>19.01.1996</d>, Fall Nr. 128
ID-1975	"VG-Verfahren
 - Haftungsansprüche gemäss Verantwortlichkeitsgesetz (VG)
 - Staatshaftung
 - Rechtsdienstleistungen
 - Generalsekretariat des  Finanzdepartements: Zentrale Ablage (2010-)"	<n>Yecut, Yenas</n>, Inspecteur de Police
ID-117	"Divisionsgericht 4
 -  Territorialgericht 3 A, Dienst- Offiziere der Militärjustiz, nach Anfall
 - Oberauditorat:  (1992- 2003)"	<n>Iohufün S. Alori</n>, <d>26.05.1964</d>; Verkehrsunfall : Verkehrsunfall am <wd>20.3.2003</wd> in Payerne mit DURO und Sprinter
ID-1241	"Programme 
 - Internationale Zusammenarbeit IZ
 - Schweizerisches Rotes Kreuz: Zentrale Ablage (1956-2003)"	Italien, Sozialprojekte <j>Oowuw, GmbH</j>-Delegierte; Italien, Diverse Sozialhilfen, Buccino, Schulmaterial, Conza Cooperativa La Veide, Valle, Santomenna, Sozialdienst (inkl. Hilfegesuche), Frau <n>Siyil Morelo</n> Dizzy-VD
ID-2309	"Klagen und Beschwerden
 -  Amt für Gewässerschutz: Zentrale Ablage (1964-1988)"	Ricorso di diritto amministrativo e di diritto pubblico di <n>Tuobu, Uhono</n>, contro il Consiglio di Stato della Repubblica e Cantone del TICINO
ID-2713	"Prozesse des Bundes
 - Rechtsauskünfte und Rechtsstreitigkeiten
 -  Finanzverwaltung
 - Finanzdepartement
 -  Finanzverwaltung: Zentrale Ablage (1922-1989)"	Schweiz. Eidgenossenschaft c. Dr. Ing. <n>Utumägotu Döbif Yula</n>; Prozess betr. Landungssteg beim Zollamt Madonna di Ponte
ID-2482	"  K 342000 - 342999
 -   nach Laufnummer
 - Bundesamt für Ausländerfragen: Personenregistratur (1979-2003)"	<n>Cotasibo Hiluselar, Netay</n> . <d>20.09.1975</d>
ID-1195	"Versichertendossiers Familienname M
 - Versichertendossiers A-Z
 - Bundesamt für Militärversicherung:  Militärversicherung und Renten (1979-2005)"	<n>Gow, Wiwuh</n>, <a>268.77.481</a>.
ID-1146	"Delegierter des Bundesrates für Spezialkommissionen 1946-1954
 - Stucki Walter (1888-1963)"	Verwendung zugunsten der Entlassung von Oberst <n>DUYUB, Eguleg</n>
ID-2720	"Behandlung von Dienstbeschwerden 2. Instanz
 - Dienstbeschwerden
 - Rechtsanwendung
 - Recht und Compliance
 - Führung der Querschnittaufgaben
 - Gruppe Verteidigung: Zentrale Ablage (2004-)"	Dienstbeschwerden Gfr. <n>GPOHI, Ifehur</n>
ID-1194	"Revisionsstellen
 - 
 -  Bankenkommission: Banken und Sparkassen (1997-2008)"	Futura-Nr. 12002, <j>Ucai Sport, AG</j> Inspektorat, St. Gallen, Korrespondenz Allgemein, Banken, Börsen & Effektenhändler, Geschäftsberichte, Strafanzeigen, Entscheide & Urteile
ID-1482	"1975 erstellte Strafakten
 - 1970-1979 erstellte Strafakten
 - Oberauditor: Strafakten  (1895-1979)"	Unbekannt, Vorübergehende Entwendung von Munition
ID-1479	"Dienst für Beschwerden an den Bundesrat
 - Bundesamt für  Zentrale Ablage (1984-)"	<j>Avä</j>) GEGEN EVD/BLW BETR. REBBAUKATASTER / BRB GUTHEISSUNG <wd>11.11.92</wd>
ID-1439	"Aufsichtsbeschwerden
 - An das Departement
 - Beschwerden
 - Recht
 -  Finanzverwaltung: Zentrale Ablage (2004-2011)"	<n>Miweri, Cumipi</n>: Aufsichtsbeschwerde gegen die Schweizerische Ausgleichskasse
ID-1847	"Versichertendossiers Familienname M
 - Versichertendossiers A-Z
 - Bundesamt für Militärversicherung:  Militärversicherung und Renten (1979-2005)"	<n>Ahésatetusi Acec, Adcop</n>, <a>811.48.273</a>
ID-950	"Andere Forderungen ""A-Z""
 - Forderungen
 - Rechtsschutz in Bezug auf das  (Vermögenswerte)
 - Schweizer und schweizerische Interessen im Auslande
 - Auswärtige Politik
 - Politische Direktion: Zentrale Ablage (1982-2000)"	<n>MEGACULA, Nuhun</n>
ID-1176	"Revisionsberichte
 - Ablage der Banken und Sparkassen
 -  Bankenkommission: Banken und Sparkassen (1979-1996)"	<j>Noya</j>
ID-172	"Zahlungsverkehr   |   Trafic des paiements
 - Bilateraler Handels- und Zahlungsverkehr Schweiz -    |   Réglementation bilatérale du commerce et des paiements entre la Suisse et l' de résidence
 - Bilateraler Handels- und Zahlungsverkehr   |    commerciaux bilatéraux et réglementation bilatérale des paiements
 - Wirtschaft (einschliesslich Finanzen, Verkehr und Tourismus)   |    (y compris Finance, Communications et Tourisme)
 - Schweizerische Vertretung, Ankara: Zentrale Ablage (1966-)"	<n>Yuhüs Upip, Figili</n>
ID-1527	"Unfälle für Fachexperte, Kommissionen, Referenten
 -  Allg.
 - Rechnungswesen, Allg.
 - Verwaltung der Armee, Verwaltungsreglement
 - Direktion der eidgenössischen Militärverwaltung: Zentrale Ablage (1959-1989)"	Vertrag mit der Firma <j>Caben, AG</j>
ID-1535	"Forschungsverträge 1975-1998 (FOV)
 - Allgemeines
 - Sicherheitspolitische Forschung
 - Sicherheitspolitik und GV-Konzeption
 - Zentralstelle für Gesamtverteidigung: Zentrale Ablage (1994-1998)"	Forschungsverträge; Dr. <n>BUWU, F.</n>, <wd>11.1.1979</wd>. Ausarbeitung einer Modellstudie "Besetzte Schweiz".
ID-883	"Dienst- A-Z: Familienname mit Z
 - Dienst- A-Z
 - Mutationen / Dienst-
 - Beförderungen und Mutationen
 - Bewirtschaftung der Truppe
 - Untergruppe Personelles der Armee: Dienst- von Armeeangehörigen (1996-2003)"	<n>Yuhüs Upip, Figili</n>, Hauptmann, <d>16.01.2014</d>
ID-814	"Strafverfolgung von Schweizern für Fiskalsachen (Zollvergehen) ""A-Z""
 - Strafverfolgung von Schweizern
 - Rechtsschutz für Leib und Leben
 - Schweizer und schweizerische Interessen im Auslande
 - Auswärtige Politik
 - Politische Direktion: Zentrale Ablage (1982-2000)"	<n>Masih, Orohud</n>, vol. II
ID-186	"1973 erstellte Strafakten
 - 1970-1979 erstellte Strafakten
 - Oberauditor: Strafakten  (1895-1979)"	<n>Mipufe, Vitua</n> <d>26.12.1984</d>, défaut au CR, défaut tir et inspection
ID-1795	"Divisionsgericht 10 B
 -  Territorialgericht 3 A, Dienst- Offiziere der Militärjustiz, nach Anfall
 - Oberauditorat:  (1992- 2003)"	<n>SOLUME, Odom</n>, Matr.-Nr. <a>699.49.52</a>, geb. <d>07.01.2016</d>
ID-2802	"Rechtshilfegesuche Laufnummern 95000 - 99999
 - Rechtshilfegesuche (nach Laufnummer)
 - Bundesamt für  Fachbereich Internationale Rechtshilfe, Personendossiers (IRH)"	<n>Toruli-Febahol, Vufac</n>
ID-1166	"Widerhandlungen gegen das Spielbankengesetz
 - Nebenstrafrecht (Spielbanken-Gesetz)
 - Bundesstrafrecht
 - Bundesanwaltschaft: Rechtsdienst (1931-2003)"	<n>Idoti-Iwili, Irub</n>; <d>10.08.1990</d>; Wh.gg. SBG
ID-2475	"Rekurse nach  und Laufnummer
 - Steuerrekurskommission: Zentrale Ablage (1993-2006)"	<j>Capud Spa</j>)
ID-1204	"Dossiers personnels
 - Personnel du secrétariat
 - Conférence diplomatique sur la réaffirmation et le développement du droit international humanitaire applicable dans les conflits armés  (1973-1979)"	<n>Idatab, Oleci</n>, Interprète espagnole
ID-1180	"GPK--CdG (Aufsichtseingaben, Anfragen und Beschwerden--Requêtes, demandes et plaintes)
 - Geschäfte der Aufsichtskommissionen und -delegationen--Objets des commissions et des délégations de surveillance
 - Parlamentarische Geschäfte--Objets parlementaires
 - Bundesversammlung: Parlamentarische Geschäfte, Räte und Ratsorgane (2001-)"	1375/GPK--CdG <j>Atical Tacowo, Sàrl</j>, <n>De Tagi Febéf</n> (in Name von Stadt Dübendorf, Gemeinde Volketswil und Wangen-Brüttisellen gegen den Bundesrat / Umnutzung Flugplatz Dübendorf
ID-2407	"gegen Starkstrominspektorat (
 - Beschwerden, Aufsichtbeschwerden
 - Recht (Geschäfte der Rechtsabteilung GS)
 - Generalsekretariat des eidgenössischen Verkehrs- und  Zentrale Ablage (1963-1997)"	<j>Ucuyol Security</j> Teufenerstr.3, 9001 St.Gallen, vertr. <n>DONURIRI, Wiwuh</n> Teufenerstr.3, St.Gallen,betr. Umschreibung von Bewilligungen (Verw.-Beschw. gegen VO.vom <wd>4.8.92</wd>)
ID-1229	"   |   Cas particuliers
 - Fürsorgerische Unterstützungen   |   Assistance et secours à des particuliers
 - Fürsorge und Unterstützung   |   Assistance et Prévoyance
 - Sozialversicherung, Fürsorge und Stipendien   |   Sécurité sociale, Assistance et Prévoyance, Bourses d'études et d'apprentissage
 - Konsularisches   |   Affaires consulaires
 - Schweizerische Vertretung, Los Angeles: Zentrale Ablage (1966-2018)"	Secours à des particuliers, cas particuliers - <n>Wucu Vuhüno Hidiv</n>
ID-774	"  K 105000 - 105999
 -   nach Laufnummer
 - Bundesamt für Polizeiwesen: Personenregistratur (1979-1998)"	<n>ELAV, Ivatu</n>, <d>16.04.1976</d>
ID-1275	"Rekurse nach  und Laufnummer
 -  Alkoholrekurskommission: Zentrale Ablage (1933-2006)"	<j>Sire, Sàrl</j>
ID-33	"1974 erstellte Strafakten
 - 1970-1979 erstellte Strafakten
 - Oberauditor: Strafakten  (1895-1979)"	<n>Ninibifuw, Sehev</n> <d>30.06.1971</d>, Nichteinrücken in die Art RS, Nichtbefolgung von Dienstvorschriften
ID-747	"Ordipro Nr. 200'000 - 209'999
 - Daten der Sektion Privilegien und Immunitäten, Bern und der Ständigen Mission der Schweiz beim Büro der Vereinten Nationen und den anderen internationalen Organisationen, Genf
 - Informationssystem Ordipro (Betreuung von in der Schweiz akkreditierten Personen)"	<n>DUPUG, Yewec</n>, <d>01.04.2021</d>, (Ordipro Nr. <a>511.21.575</a>)
ID-2567	" Benutzer 
 -  Benützer (LfNr) / Standort der Akten: B 51
 - Benutzung 
 - Vermittlung, Benutzung, Auswertung
 - Schweizerisches Bundesarchiv: Zentrale Ablage (1996-2007)"	<n>Mupidu, Irub</n>
ID-1149	"Allgemeines
 -  (Testamente in 163.2)
 - Bürgerrechts- und Zivilrechtsangelegenheiten
 - Konsularisches
 - Schweizerische Vertretung, Sarajevo: Zentrale Ablage ab 1995"	Fall: <n>Véweluh Velel Uhono</n>
ID-894	"Botschaftspersonal
 - Personal der ausländischen Vertretungen
 - Protokoll
 - Allgemeine aussenpolitische Fragen
 - Staatssekretariat des Departements für auswärtige Angelegenheiten: Zentrale Ablage (1997-)"	<n>OGA, Rewim</n>, <d>21.12.1985</d>
ID-317	"Vorabklärungen und Untersuchungen (Nach Laufnummern)
 - Wettbewerbsabreden
 - Wettbewerbskommission: Zentrale Ablage (1997- )"	<j>Buyiga Pevog GmbH</j>). Soins ambulatoires
ID-2485	"Dienst- A-Z: Familienname mit K
 - Dienst- A-Z
 - Mutationen / Dienst-
 - Beförderungen und Mutationen
 - Bewirtschaftung der Truppe
 - Untergruppe Personelles der Armee: Dienst- von Armeeangehörigen (1996-2003)"	<n>LUVACUDOW, Fatof</n>, Hauptmann, <d>15.02.2018</d>
ID-786	"  K 277000 - 277999
 -   nach Laufnummer
 - Bundesamt für Polizeiwesen: Personenregistratur (1979-1998)"	<n>Idoti-Iwili, Irub</n> . <d>02.12.1979</d>
ID-1303	"bilaterale Dossiers Vereinigtes Königreich
 - Vereinigtes Königreich (GB)
 - Interessenvertretung gegenüber 
 - Bilaterale Interessenvertretung
 - Staatssekretariat für internationale Finanzfragen: Zentrale Ablage (2012-)"	Doppelbesteuerungsabkommen Verrechnungspreise / Auskunft 1818/ Colgate/ <j>Vito</j>
ID-2833	"Cas individuels
 - Titres d'identité et de voyage
 - Administration normale des personnes et des biens
 - Représentation des intérêts étrangers
 - Schweizerische Vertretung, Havanna: Zentrale Ablage (1961-1985 )"	USA: <n>Edenaw Ociwibe, Cigodi</n>
ID-2208	"Asile - Cas particuliers
 - Asyl   |   Asile
 - Niederlassung und Aufenthalt in der Schweiz   |    et séjour en Suisse
 - Niederlassung, Aufenthalt, Berufsausübung   |    Séjour, Profession
 - Konsularisches   |   Affaires consulaires
 - Schweizerische Vertretung, Addis Abeba: Zentrale Ablage (1966- )"	Asile - Cas particuliers - <n>NÙCIHECEB, Abit</n>, <d>21.08.1976</d>
ID-391	"Lizenziat-Arbeit
 - Rechtswesen
 - Verschiedenes
 - Bundesamt für Informatik: Zentrale Ablage (1990-2001)"	- 332.100 <n>UNESI, L.</n>, Computerviren-CD (Group 42)
ID-1620	"Koordinationskommission für die  höherer Ämter Koordinationskommission(Koko)
 - 
 - Rechte des Beamten (36-51)
 - Personalrechtsanwendung (Gliederung nach Beamtengesetz)
 -  Personalamt: Zentrale Ablage (1987-2002)"	<n>LIRISACIV, Ucoda</n>, <d>12.02.1986</d>
